Replicon Accession	Start	Stop	Strand	Locus tag	Length
NW_013524647.1	522071	523000	-	NEPG_01039	309
NW_013524647.1	523267	523494	-	NEPG_01041	75
NW_013524647.1	523558	524052	+	NEPG_01040	164
NW_013524647.1	524184	524978	-	NEPG_01042	264
NW_013524647.1	524956	525411	-	NEPG_01043	151
NW_013524647.1	525799	527343	-	NEPG_01044	514
NW_013524647.1	527386	527844	+	NEPG_01045	152
NW_013524647.1	528601	529281	-	NEPG_01046	226
NW_013524647.1	529369	530394	-	NEPG_01047	341
NW_013524647.1	530863	532833	-	NEPG_01048	656
NW_013524647.1	532886	535072	+	NEPG_01049	728
NW_013524647.1	535501	536628	-	NEPG_01050	375
NW_013524647.1	536980	538317	-	NEPG_01051	445
NW_013524647.1	538450	540660	-	NEPG_01052	736
NW_013524647.1	541026	541655	-	NEPG_01053	209
NW_013524647.1	541788	543776	+	NEPG_01054	662
NW_013524647.1	544150	546894	-	NEPG_01055	914
NW_013524647.1	547443	548645	-	NEPG_01056	400
NW_013524647.1	549185	551311	-	NEPG_01057	708
NW_013524647.1	551559	552317	-	NEPG_01058	252
NW_013524647.1	552337	554406	+	NEPG_01059	689
NW_013524647.1	554465	555649	-	NEPG_01060	394
NW_013524647.1	555684	556928	+	NEPG_01061	414
NW_013524647.1	557242	557526	-	NEPG_01062	94
NW_013524647.1	558007	558486	-	NEPG_01063	159
NW_013524647.1	558869	559387	-	NEPG_01064	172
NW_013524647.1	559932	561431	+	NEPG_01065	499
NW_013524647.1	561901	564000	+	NEPG_01066	699
NW_013524647.1	564886	565077	+	NEPG_01067	63
NW_013524647.1	566369	568636	+	NEPG_01068	755
NW_013524647.1	571113	572045	+	NEPG_01069	311
NW_013524647.1	573673	573921	-	NEPG_01070	82
NW_013524647.1	573996	574985	-	NEPG_01071	329
NW_013524647.1	575246	577177	+	NEPG_01072	643
NW_013524647.1	577567	580416	+	NEPG_01073	949
NW_013524647.1	580603	582102	+	NEPG_01074	499
NW_013524647.1	582335	584215	-	NEPG_01075	626
NW_013524647.1	584328	584766	-	NEPG_01076	145
NW_013524647.1	584809	585393	-	NEPG_01077	194
NW_013524647.1	585481	587022	-	NEPG_01078	513
NW_013524647.1	587982	588176	+	NEPG_01079	64
NW_013524647.1	589236	590072	-	NEPG_01080	278
NW_013524647.1	590529	591788	-	NEPG_01081	419
NW_013524647.1	593706	594536	+	NEPG_01082	276
NW_013524647.1	595217	596488	+	NEPG_01083	423
NW_013524647.1	597152	598213	+	NEPG_01084	353
NW_013524647.1	598773	600116	-	NEPG_01085	447
NW_013524647.1	600278	601771	-	NEPG_01086	497
NW_013524647.1	602997	604031	+	NEPG_01087	344
NW_013524647.1	604028	606097	+	NEPG_01088	689
NW_013524647.1	606628	610020	-	NEPG_01089	1130
NW_013524647.1	610582	611775	-	NEPG_01090	397
NW_013524647.1	613066	614871	-	NEPG_01091	601
NW_013524647.1	616268	617536	+	NEPG_01092	422
NW_013524647.1	617548	619035	+	NEPG_01093	495
NW_013524647.1	619563	620339	+	NEPG_01094	258
NW_013524647.1	621141	621395	+	NEPG_01095	84
NW_013524647.1	622036	623190	+	NEPG_01096	384
NW_013524647.1	623782	626925	+	NEPG_01097	1047
NW_013524647.1	627710	628267	+	NEPG_01098	185
NW_013524647.1	628270	629097	-	NEPG_01099	275
NW_013524647.1	629694	630308	-	NEPG_01100	204
NW_013524647.1	630675	631124	-	NEPG_01101	149
NW_013524647.1	631155	632675	+	NEPG_01102	506
NW_013524647.1	632693	634003	+	NEPG_01103	436
NW_013524647.1	634161	635477	-	NEPG_01104	438
NW_013524647.1	635688	636395	-	NEPG_01105	235
NW_013524647.1	636451	637584	-	NEPG_01106	377
NW_013524647.1	637617	637931	-	NEPG_01107	104
NW_013524647.1	638129	638788	-	NEPG_01108	219
NW_013524647.1	639162	640004	-	NEPG_01109	280
NW_013524647.1	640069	640428	-	NEPG_01110	119
NW_013524647.1	640373	640759	-	NEPG_01111	128
NW_013524647.1	641190	643604	-	NEPG_01112	804
NW_013524647.1	643629	643916	+	NEPG_01113	95
NW_013524647.1	644581	646923	+	NEPG_01114	780
NW_013524647.1	647832	648911	+	NEPG_01115	359
NW_013524647.1	649581	650375	+	NEPG_01116	264
NW_013524647.1	651118	654651	+	NEPG_01117	1177
NW_013524647.1	654920	656551	+	NEPG_01118	543
NW_013524647.1	657106	657522	+	NEPG_01119	138
NW_013524647.1	658563	658880	+	NEPG_01120	105
NW_013524647.1	659430	661250	-	NEPG_01121	606
NW_013524647.1	661992	663146	+	NEPG_01122	384
NW_013524647.1	663302	663517	+	NEPG_01123	71
NW_013524647.1	664458	664946	-	NEPG_01124	162
NW_013524647.1	665266	666528	-	NEPG_01125	420
NW_013524647.1	667248	667757	-	NEPG_01126	169
NW_013524647.1	668261	669709	-	NEPG_01127	482
NW_013524647.1	670038	672686	+	NEPG_01128	882
NW_013524647.1	673458	674234	-	NEPG_01129	258
NW_013524647.1	674611	675363	+	NEPG_01130	250
NW_013524647.1	676331	677434	+	NEPG_01131	367
NW_013524647.1	678231	678899	-	NEPG_01132	222
NW_013524647.1	682456	682995	-	NEPG_01133	179
NW_013524647.1	683485	684699	-	NEPG_01134	404
NW_013524647.1	685071	685685	+	NEPG_01135	204
NW_013524647.1	686141	686374	+	NEPG_01136	77
NW_013524647.1	686816	687187	+	NEPG_01137	123
NW_013524647.1	687203	688654	-	NEPG_01138	483
NW_013524647.1	689126	689569	+	NEPG_01139	147
NW_013524647.1	690993	691784	-	NEPG_01140	263
NW_013524647.1	692643	692948	+	NEPG_01141	101
NW_013524647.1	693113	695011	-	NEPG_01142	632
NW_013524647.1	697002	697730	-	NEPG_01143	242
NW_013524647.1	698320	699540	-	NEPG_01144	406
NW_013524647.1	699949	701163	+	NEPG_01145	404
NW_013524647.1	701656	701999	-	NEPG_01146	113
NW_013524648.1	1	332	-	NEPG_01147	110
NW_013524648.1	2852	3634	+	NEPG_01148	260
NW_013524648.1	4128	4985	+	NEPG_01149	285
NW_013524648.1	5631	5843	+	NEPG_01150	70
NW_013524648.1	5965	8808	-	NEPG_01151	947
NW_013524648.1	8979	9170	+	NEPG_01152	63
NW_013524648.1	9387	11522	+	NEPG_01153	711
NW_013524648.1	12079	12381	+	NEPG_01154	100
NW_013524648.1	13016	15337	-	NEPG_01155	773
NW_013524648.1	15667	16533	-	NEPG_01156	288
NW_013524648.1	16890	17978	-	NEPG_01157	362
NW_013524648.1	18006	19520	+	NEPG_01158	504
NW_013524648.1	20378	21073	-	NEPG_01159	231
NW_013524648.1	21108	22151	+	NEPG_01160	347
NW_013524648.1	22218	24503	+	NEPG_01161	761
NW_013524648.1	24643	24999	-	NEPG_01162	118
NW_013524648.1	25048	26358	+	NEPG_01163	436
NW_013524648.1	26371	28074	-	NEPG_01164	567
NW_013524648.1	28894	31530	+	NEPG_01165	878
NW_013524648.1	31561	32457	+	NEPG_01166	298
NW_013524648.1	32834	33922	-	NEPG_01167	362
NW_013524648.1	34456	35370	-	NEPG_01168	304
NW_013524648.1	35914	36486	-	NEPG_01169	190
NW_013524648.1	36524	38224	+	NEPG_01170	566
NW_013524648.1	38817	39875	+	NEPG_01171	352
NW_013524648.1	40216	40686	+	NEPG_01172	156
NW_013524648.1	40729	41088	+	NEPG_01173	119
NW_013524648.1	41811	43148	-	NEPG_01174	445
NW_013524648.1	43848	44810	+	NEPG_01175	320
NW_013524648.1	45242	45991	+	NEPG_01176	249
NW_013524648.1	46233	48743	-	NEPG_01177	836
NW_013524648.1	49443	49877	-	NEPG_01178	144
NW_013524648.1	50166	50813	-	NEPG_01179	215
NW_013524648.1	51122	51820	-	NEPG_01180	232
NW_013524648.1	51933	52826	-	NEPG_01181	297
NW_013524648.1	52930	53145	+	NEPG_01182	71
NW_013524648.1	53995	55371	-	NEPG_01183	458
NW_013524648.1	55459	55635	+	NEPG_01184	58
NW_013524648.1	58106	61339	+	NEPG_01185	1077
NW_013524648.1	62935	63495	+	NEPG_01186	186
NW_013524648.1	63769	65724	-	NEPG_01187	651
NW_013524648.1	66537	68378	-	NEPG_01188	613
NW_013524648.1	68842	70131	+	NEPG_01189	429
NW_013524648.1	71075	72460	-	NEPG_01190	461
NW_013524648.1	72880	73356	-	NEPG_01191	158
NW_013524648.1	73766	75223	-	NEPG_01192	485
NW_013524648.1	75325	75654	+	NEPG_01193	109
NW_013524648.1	76134	76568	+	NEPG_01194	144
NW_013524648.1	76591	77988	+	NEPG_01195	465
NW_013524648.1	78088	78354	+	NEPG_01196	88
NW_013524648.1	79609	80328	-	NEPG_01197	239
NW_013524648.1	81007	82254	-	NEPG_01198	415
NW_013524648.1	82648	83409	-	NEPG_01199	253
NW_013524648.1	83632	84564	+	NEPG_01200	310
NW_013524648.1	85076	86683	+	NEPG_01201	535
NW_013524648.1	87373	87870	+	NEPG_01202	165
NW_013524648.1	88222	89283	-	NEPG_01203	353
NW_013524648.1	89505	89993	-	NEPG_01204	162
NW_013524648.1	90741	91229	-	NEPG_01205	162
NW_013524648.1	91367	91705	+	NEPG_01206	112
NW_013524648.1	92195	95410	-	NEPG_01207	1071
NW_013524648.1	95963	97393	-	NEPG_01208	476
NW_013524648.1	98123	99274	+	NEPG_01209	383
NW_013524648.1	99631	101196	-	NEPG_01210	521
NW_013524648.1	101222	103120	+	NEPG_01211	632
NW_013524648.1	103715	104500	-	NEPG_01212	261
NW_013524648.1	105430	105741	+	NEPG_01213	103
NW_013524648.1	106221	106454	-	NEPG_01214	77
NW_013524648.1	107177	109093	+	NEPG_01215	638
NW_013524648.1	109818	110726	+	NEPG_01216	302
NW_013524648.1	111223	112062	-	NEPG_01217	279
NW_013524648.1	112139	114562	-	NEPG_01218	807
NW_013524648.1	115180	115989	-	NEPG_01219	269
NW_013524648.1	116023	116460	+	NEPG_01220	145
NW_013524648.1	116511	117380	-	NEPG_01221	289
NW_013524648.1	117715	117978	+	NEPG_01222	87
NW_013524648.1	117917	118564	+	NEPG_01223	215
NW_013524648.1	118891	119382	-	NEPG_01224	163
NW_013524648.1	119605	121161	+	NEPG_01225	518
NW_013524648.1	121898	122551	-	NEPG_01226	217
NW_013524648.1	123162	123917	+	NEPG_01227	251
NW_013524648.1	124605	125729	+	NEPG_01228	374
NW_013524648.1	125991	127226	+	NEPG_01229	411
NW_013524648.1	127530	131114	+	NEPG_01230	1194
NW_013524648.1	132292	135135	+	NEPG_01231	947
NW_013524648.1	135805	137124	-	NEPG_01232	439
NW_013524648.1	137648	141079	-	NEPG_01233	1143
NW_013524648.1	141514	141948	+	NEPG_01234	144
NW_013524648.1	142264	143397	-	NEPG_01235	377
NW_013524648.1	143581	144567	-	NEPG_01236	328
NW_013524648.1	144697	145335	+	NEPG_01237	212
NW_013524648.1	145322	145630	+	NEPG_01238	102
NW_013524648.1	145979	149713	+	NEPG_01239	1244
NW_013524648.1	150083	150451	+	NEPG_01241	122
NW_013524648.1	150537	152048	-	NEPG_01240	503
NW_013524648.1	152434	155310	+	NEPG_01242	958
NW_013524648.1	155509	156249	-	NEPG_01243	246
NW_013524648.1	156645	158867	-	NEPG_01244	740
NW_013524648.1	159566	160075	+	NEPG_01245	169
NW_013524648.1	160270	163299	-	NEPG_01246	1009
NW_013524648.1	163923	166112	-	NEPG_01247	729
NW_013524648.1	166862	168754	+	NEPG_01248	630
NW_013524648.1	169001	171067	+	NEPG_01249	688
NW_013524648.1	171674	172282	+	NEPG_01250	202
NW_013524648.1	172329	173810	+	NEPG_01251	493
NW_013524648.1	174151	176829	+	NEPG_01252	892
NW_013524648.1	177223	177435	+	NEPG_01253	70
NW_013524648.1	178261	180981	-	NEPG_01254	906
NW_013524648.1	181444	183207	+	NEPG_01255	587
NW_013524648.1	183236	184207	-	NEPG_01256	323
NW_013524648.1	184275	185123	+	NEPG_01257	282
NW_013524648.1	185214	185945	+	NEPG_01258	243
NW_013524648.1	185964	186674	-	NEPG_01259	236
NW_013524648.1	187178	188512	-	NEPG_01260	444
NW_013524648.1	188550	189392	+	NEPG_01261	280
NW_013524648.1	189867	190307	-	NEPG_01262	146
NW_013524648.1	190337	191281	+	NEPG_01263	314
NW_013524648.1	191556	192035	-	NEPG_01264	159
NW_013524648.1	192074	196084	+	NEPG_01265	1336
NW_013524648.1	196172	198382	+	NEPG_01266	736
NW_013524648.1	198560	199927	+	NEPG_01267	455
NW_013524648.1	199987	200769	+	NEPG_01268	260
NW_013524648.1	200891	201766	-	NEPG_01269	291
NW_013524648.1	201893	203407	+	NEPG_01270	504
NW_013524648.1	203887	204366	-	NEPG_01271	159
NW_013524648.1	204407	204946	-	NEPG_01272	179
NW_013524648.1	205155	205913	+	NEPG_01273	252
NW_013524648.1	205954	206256	+	NEPG_01274	100
NW_013524648.1	207209	209407	+	NEPG_01275	732
NW_013524648.1	213039	213872	-	NEPG_01276	277
NW_013524648.1	214087	215022	+	NEPG_01277	311
NW_013524648.1	215308	217434	+	NEPG_01278	708
NW_013524648.1	217408	217614	-	NEPG_01279	68
NW_013524648.1	217757	218821	-	NEPG_01280	354
NW_013524648.1	218862	219779	+	NEPG_01281	305
NW_013524648.1	219938	220699	+	NEPG_01282	253
NW_013524648.1	220786	221190	-	NEPG_01283	134
NW_013524648.1	221219	222163	+	NEPG_01284	314
NW_013524648.1	223067	223894	+	NEPG_01285	275
NW_013524648.1	224301	225287	-	NEPG_01286	328
NW_013524648.1	225543	225740	-	NEPG_01287	65
NW_013524648.1	225874	227016	-	NEPG_01288	380
NW_013524648.1	227190	229343	-	NEPG_01289	717
NW_013524648.1	229392	230069	-	NEPG_01290	225
NW_013524648.1	231133	231807	+	NEPG_01291	224
NW_013524648.1	232944	234311	+	NEPG_01292	455
NW_013524648.1	234386	235828	+	NEPG_01293	480
NW_013524648.1	236169	236927	+	NEPG_01294	252
NW_013524648.1	237271	239139	+	NEPG_01295	622
NW_013524648.1	239987	240538	-	NEPG_01296	183
NW_013524648.1	240552	241443	-	NEPG_01297	296
NW_013524648.1	241467	242366	+	NEPG_01298	299
NW_013524648.1	242382	244418	+	NEPG_01299	678
NW_013524648.1	244653	245291	+	NEPG_01300	212
NW_013524648.1	245266	245418	+	NEPG_01301	50
NW_013524648.1	245879	246445	+	NEPG_01302	188
NW_013524648.1	246505	247137	+	NEPG_01303	210
NW_013524648.1	247310	247531	+	NEPG_01304	73
NW_013524648.1	247624	249027	+	NEPG_01305	467
NW_013524648.1	249336	250841	-	NEPG_01306	501
NW_013524648.1	251106	251525	-	NEPG_01307	139
NW_013524648.1	251880	253730	-	NEPG_01308	616
NW_013524648.1	253886	254482	+	NEPG_01309	198
NW_013524648.1	254573	256810	+	NEPG_01310	745
NW_013524648.1	256811	257746	+	NEPG_01311	311
NW_013524648.1	258226	258846	-	NEPG_01312	206
NW_013524648.1	260858	263827	-	NEPG_01313	989
NW_013524648.1	265356	266147	-	NEPG_01314	263
NW_013524648.1	266953	267771	+	NEPG_01315	272
NW_013524648.1	268128	268367	-	NEPG_01316	79
NW_013524648.1	269564	269809	-	NEPG_01317	81
NW_013524648.1	269878	271686	+	NEPG_01318	602
NW_013524648.1	272129	273553	+	NEPG_01319	474
NW_013524648.1	273899	276424	-	NEPG_01320	841
NW_013524648.1	276575	278017	-	NEPG_01321	480
NW_013524648.1	278199	278549	-	NEPG_01322	116
NW_013524648.1	278597	279247	+	NEPG_01323	216
NW_013524648.1	279534	282422	-	NEPG_01324	962
NW_013524648.1	283091	283318	+	NEPG_01325	75
NW_013524648.1	283832	284329	+	NEPG_01326	165
NW_013524648.1	284376	284615	+	NEPG_01327	79
NW_013524648.1	284606	286225	+	NEPG_01328	539
NW_013524648.1	287026	288258	+	NEPG_01329	410
NW_013524648.1	288391	290019	-	NEPG_01330	542
NW_013524648.1	290273	290575	+	NEPG_01331	100
NW_013524648.1	290752	291060	+	NEPG_01332	102
NW_013524648.1	291353	292609	-	NEPG_01333	418
NW_013524648.1	292900	293541	-	NEPG_01334	213
NW_013524648.1	293985	296951	-	NEPG_01335	988
NW_013524648.1	297062	299254	-	NEPG_01336	730
NW_013524648.1	299433	300653	-	NEPG_01337	406
NW_013524648.1	301962	302840	+	NEPG_01338	293
NW_013524648.1	303208	304743	+	NEPG_01339	511
NW_013524648.1	304884	305279	-	NEPG_01340	131
NW_013524648.1	305276	306199	-	NEPG_01341	307
NW_013524648.1	306946	310128	-	NEPG_01342	1060
NW_013524648.1	310490	313570	-	NEPG_01343	1026
NW_013524648.1	317639	318958	-	NEPG_01344	439
NW_013524648.1	319017	319334	+	NEPG_01345	105
NW_013524648.1	319341	321050	+	NEPG_01346	569
NW_013524648.1	322172	322702	+	NEPG_01347	176
NW_013524648.1	322750	322965	+	NEPG_01348	71
NW_013524648.1	323107	323628	+	NEPG_01349	173
NW_013524648.1	323723	324115	+	NEPG_01350	130
NW_013524648.1	324112	324861	+	NEPG_01351	249
NW_013524648.1	324965	325333	+	NEPG_01352	122
NW_013524648.1	325386	325760	+	NEPG_01353	124
NW_013524648.1	327162	327446	-	NEPG_01354	94
NW_013524648.1	327702	328652	-	NEPG_01355	316
NW_013524648.1	328901	331474	-	NEPG_01356	857
NW_013524648.1	331494	331691	+	NEPG_01357	65
NW_013524648.1	332792	334213	-	NEPG_01358	473
NW_013524648.1	334270	335454	-	NEPG_01359	394
NW_013524648.1	336080	336547	+	NEPG_01360	155
NW_013524648.1	336804	338153	-	NEPG_01361	449
NW_013524648.1	338261	338587	-	NEPG_01362	108
NW_013524648.1	338782	339966	+	NEPG_01363	394
NW_013524648.1	340399	341670	+	NEPG_01364	423
NW_013524648.1	341951	343111	+	NEPG_01365	386
NW_013524648.1	343428	343952	-	NEPG_01366	174
NW_013524648.1	344128	344844	-	NEPG_01367	238
NW_013524648.1	345104	347767	-	NEPG_01368	887
NW_013524648.1	348389	350815	-	NEPG_01369	808
NW_013524648.1	350972	352729	-	NEPG_01370	585
NW_013524648.1	353217	353888	+	NEPG_01371	223
NW_013524648.1	354485	354676	+	NEPG_01372	63
NW_013524648.1	355089	355292	+	NEPG_01373	67
NW_013524648.1	355456	357822	+	NEPG_01374	789
NW_013524648.1	359763	360164	-	NEPG_01375	133
NW_013524648.1	360198	361742	+	NEPG_01376	514
NW_013524648.1	361963	362316	+	NEPG_01377	117
NW_013524648.1	362390	363766	-	NEPG_01378	458
NW_013524648.1	363781	364434	+	NEPG_01379	217
NW_013524648.1	364516	368352	-	NEPG_01380	1278
NW_013524648.1	368388	369251	-	NEPG_01381	287
NW_013524648.1	369831	370196	+	NEPG_01382	121
NW_013524648.1	370776	371447	+	NEPG_01383	223
NW_013524648.1	371818	373236	+	NEPG_01384	472
NW_013524648.1	373569	374936	+	NEPG_01385	455
NW_013524648.1	375044	376381	+	NEPG_01386	445
NW_013524648.1	376505	377830	-	NEPG_01387	441
NW_013524648.1	377982	379397	-	NEPG_01388	471
NW_013524648.1	379910	381112	+	NEPG_01389	400
NW_013524648.1	381205	384531	+	NEPG_01390	1108
NW_013524648.1	385392	386420	+	NEPG_01391	342
NW_013524648.1	386444	388117	+	NEPG_01392	557
NW_013524648.1	389129	390349	-	NEPG_01393	406
NW_013524648.1	391190	391798	-	NEPG_01394	202
NW_013524648.1	391982	394900	-	NEPG_01395	972
NW_013524648.1	395154	395675	-	NEPG_01396	173
NW_013524648.1	396027	396461	+	NEPG_01397	144
NW_013524648.1	396431	397480	+	NEPG_01398	349
NW_013524648.1	398250	398792	-	NEPG_01399	180
NW_013524648.1	399069	399326	-	NEPG_01400	85
NW_013524648.1	399859	400077	-	NEPG_01401	72
NW_013524648.1	400423	401640	+	NEPG_01402	405
NW_013524648.1	402206	402982	+	NEPG_01403	258
NW_013524648.1	403538	405175	+	NEPG_01404	545
NW_013524648.1	405471	406232	-	NEPG_01405	253
NW_013524648.1	406500	407168	+	NEPG_01406	222
NW_013524648.1	407531	409615	+	NEPG_01407	694
NW_013524648.1	409898	410335	+	NEPG_01408	145
NW_013524648.1	411176	411619	+	NEPG_01409	147
NW_013524648.1	411624	412496	+	NEPG_01410	290
NW_013524648.1	412678	413859	-	NEPG_01411	393
NW_013524648.1	413884	414663	-	NEPG_01412	259
NW_013524648.1	414683	415303	-	NEPG_01413	206
NW_013524648.1	415351	416544	+	NEPG_01414	397
NW_013524648.1	417134	417832	-	NEPG_01415	232
NW_013524648.1	417983	419107	-	NEPG_01416	374
NW_013524648.1	419556	419879	+	NEPG_01417	108
NW_013524648.1	420606	421235	+	NEPG_01418	210
NW_013524648.1	421562	423712	+	NEPG_01419	716
NW_013524648.1	424539	427397	+	NEPG_01420	952
NW_013524648.1	428240	431146	+	NEPG_01421	968
NW_013524648.1	431920	432660	-	NEPG_01422	246
NW_013524648.1	433016	433429	-	NEPG_01423	137
NW_013524648.1	433455	433703	+	NEPG_01424	82
NW_013524648.1	434107	434748	+	NEPG_01425	213
NW_013524648.1	434777	435088	+	NEPG_01426	103
NW_013524648.1	435951	437465	+	NEPG_01427	504
NW_013524648.1	437791	438246	+	NEPG_01428	151
NW_013524648.1	438570	439691	-	NEPG_01429	373
NW_013524648.1	439706	441817	+	NEPG_01430	703
NW_013524648.1	441927	442814	+	NEPG_01431	295
NW_013524648.1	443392	446391	-	NEPG_01432	999
NW_013524648.1	446609	448537	+	NEPG_01433	642
NW_013524648.1	448826	450739	+	NEPG_01434	637
NW_013524648.1	451101	453815	+	NEPG_01435	904
NW_013524648.1	454006	454368	+	NEPG_01436	120
NW_013524648.1	454446	455288	+	NEPG_01437	280
NW_013524648.1	455648	456055	-	NEPG_01438	135
NW_013524648.1	456086	457375	+	NEPG_01439	429
NW_013524648.1	457598	458119	-	NEPG_01440	173
NW_013524648.1	458204	463978	-	NEPG_01441	1924
NW_013524648.1	463981	465162	-	NEPG_01442	393
NW_013524648.1	465183	465707	-	NEPG_01443	174
NW_013524648.1	466622	468841	-	NEPG_01444	739
NW_013524648.1	472897	473706	+	NEPG_01445	269
NW_013524648.1	473872	474141	-	NEPG_01446	89
NW_013524648.1	476435	477904	-	NEPG_01447	489
NW_013524648.1	477929	478795	+	NEPG_01448	288
NW_013524648.1	479523	480521	+	NEPG_01449	332
NW_013524648.1	480695	482311	-	NEPG_01450	538
NW_013524648.1	482994	484475	-	NEPG_01451	493
NW_013524648.1	485189	486076	+	NEPG_01452	295
NW_013524648.1	486333	487502	-	NEPG_01453	389
NW_013524648.1	488366	488812	-	NEPG_01454	148
NW_013524648.1	489088	489414	+	NEPG_01455	108
NW_013524648.1	490164	490775	+	NEPG_01456	203
NW_013524648.1	491115	495515	+	NEPG_01457	1466
NW_013524648.1	496131	496901	-	NEPG_01458	256
NW_013524648.1	496885	497532	-	NEPG_01459	215
NW_013524648.1	498085	498411	-	NEPG_01460	108
NW_013524648.1	499215	499409	+	NEPG_01461	64
NW_013524648.1	499585	500379	+	NEPG_01462	264
NW_013524648.1	500660	501211	+	NEPG_01463	183
NW_013524648.1	501596	502426	+	NEPG_01464	276
NW_013524648.1	503103	504023	+	NEPG_01465	306
NW_013524648.1	504033	504395	+	NEPG_01466	120
NW_013524648.1	504423	505646	+	NEPG_01467	407
NW_013524648.1	506186	507178	-	NEPG_01468	330
NW_013524648.1	507235	508152	+	NEPG_01469	305
NW_013524648.1	508875	509543	-	NEPG_01470	222
NW_013524648.1	510398	511267	+	NEPG_01471	289
NW_013524648.1	511834	512616	+	NEPG_01472	260
NW_013524648.1	513248	515830	-	NEPG_01473	860
NW_013524648.1	516287	517105	-	NEPG_01474	272
NW_013524648.1	517136	517627	-	NEPG_01475	163
NW_013524648.1	517961	518320	+	NEPG_01476	119
NW_013524648.1	518971	521010	+	NEPG_01477	679
NW_013524648.1	521282	524089	+	NEPG_01478	935
NW_013524648.1	524437	525048	-	NEPG_01479	203
NW_013524648.1	525045	525746	-	NEPG_01480	233
NW_013524648.1	525907	526644	+	NEPG_01481	245
NW_013524648.1	526646	527377	-	NEPG_01482	243
NW_013524648.1	527786	528994	-	NEPG_01483	402
NW_013524648.1	529099	529665	-	NEPG_01484	188
NW_013524648.1	529692	532301	+	NEPG_01485	869
NW_013524648.1	532399	532551	+	NEPG_01486	50
NW_013524648.1	532755	533216	+	NEPG_01487	153
NW_013524648.1	533659	534066	-	NEPG_01488	135
NW_013524648.1	534146	534601	+	NEPG_01489	151
NW_013524648.1	534687	535469	+	NEPG_01490	260
NW_013524648.1	535934	537241	+	NEPG_01491	435
NW_013524648.1	537301	537717	-	NEPG_01492	138
NW_013524648.1	537736	538107	+	NEPG_01493	123
NW_013524648.1	538331	538741	+	NEPG_01494	136
NW_013524648.1	538928	540769	-	NEPG_01495	613
NW_013524648.1	540881	543226	+	NEPG_01496	781
NW_013524648.1	544056	544619	+	NEPG_01497	187
NW_013524648.1	546151	546876	-	NEPG_01498	241
NW_013524648.1	547276	550311	-	NEPG_01499	1011
NW_013524648.1	551249	553627	+	NEPG_01500	793
NW_013524648.1	554918	555295	+	NEPG_01501	125
NW_013524648.1	555967	556299	+	NEPG_01502	110
NW_013524648.1	556551	556907	-	NEPG_01503	118
NW_013524648.1	557693	558922	-	NEPG_01504	409
NW_013524648.1	558919	560067	-	NEPG_01505	382
NW_013524648.1	560735	561433	-	NEPG_01506	232
NW_013524648.1	561396	561683	-	NEPG_01507	95
NW_013524648.1	561718	562449	+	NEPG_01508	243
NW_013524648.1	562802	563275	-	NEPG_01509	157
NW_013524648.1	563305	565467	-	NEPG_01510	720
NW_013524648.1	565815	566858	+	NEPG_01511	347
NW_013524648.1	567514	567999	+	NEPG_01512	161
NW_013524648.1	568187	568522	-	NEPG_01513	111
NW_013524648.1	568841	571585	-	NEPG_01514	914
NW_013524648.1	571927	572379	+	NEPG_01515	150
NW_013524648.1	572613	576338	+	NEPG_01516	1241
NW_013524648.1	576589	577158	-	NEPG_01517	189
NW_013524648.1	577793	579226	-	NEPG_01518	477
NW_013524648.1	579301	580587	+	NEPG_01519	428
NW_013524648.1	580710	581588	+	NEPG_01520	292
NW_013524648.1	581784	582476	-	NEPG_01521	230
NW_013524648.1	582696	583346	-	NEPG_01522	216
NW_013524648.1	583907	584728	+	NEPG_01523	273
NW_013524648.1	585474	586760	+	NEPG_01524	428
NW_013524648.1	588249	588437	-	NEPG_01525	62
NW_013524648.1	589160	591874	-	NEPG_01526	904
NW_013524648.1	591962	593755	-	NEPG_01527	597
NW_013524648.1	594757	596976	+	NEPG_01528	739
NW_013524648.1	597892	599136	+	NEPG_01529	414
NW_013524648.1	599034	600827	+	NEPG_01530	597
NW_013524648.1	602108	602953	-	NEPG_01531	281
NW_013524648.1	603487	603951	+	NEPG_01532	154
NW_013524648.1	604066	604851	+	NEPG_01533	261
NW_013524648.1	605318	605578	+	NEPG_01534	86
NW_013524648.1	606067	606699	-	NEPG_01535	210
NW_013524648.1	607949	609181	+	NEPG_01536	410
NW_013524648.1	609555	610184	+	NEPG_01537	209
NW_013524648.1	610859	611248	-	NEPG_01538	129
NW_013524648.1	611733	613382	-	NEPG_01539	549
NW_013524648.1	614399	616513	-	NEPG_01540	704
NW_013524648.1	617275	618402	-	NEPG_01541	375
NW_013524648.1	619430	620113	+	NEPG_01542	227
NW_013524648.1	620521	621546	+	NEPG_01543	341
NW_013524648.1	621623	623200	+	NEPG_01544	525
NW_013524648.1	624086	625222	-	NEPG_01545	378
NW_013524648.1	625479	625742	-	NEPG_01546	87
NW_013524648.1	626213	626503	+	NEPG_01547	96
NW_013524648.1	627345	628598	-	NEPG_01548	417
NW_013524648.1	628628	629086	+	NEPG_01549	152
NW_013524648.1	629259	630107	+	NEPG_01550	282
NW_013524648.1	630437	631777	-	NEPG_01551	446
NW_013524648.1	632244	632642	-	NEPG_01552	132
NW_013524648.1	632910	633875	+	NEPG_01553	321
NW_013524648.1	634551	635831	+	NEPG_01554	426
